wavelength_nm,Re_eps_parallel_nominal_design,Im_eps_parallel_nominal_design,Re_eps_perpendicular_nominal_design,Im_eps_perpendicular_nominal_design,real_part_product_nominal_design,Re_eps_parallel_secondary_sensitivity,Im_eps_parallel_secondary_sensitivity,Re_eps_perpendicular_secondary_sensitivity,Im_eps_perpendicular_secondary_sensitivity,real_part_product_secondary_sensitivity
441.857513,-5.787221077557749,3.189051915478333,6.062487748615703,0.297776005904065,-35.08495688122442,-7.520221486906278,3.805925794881724,7.348374925446769,0.5235056661676346,-55.26140700818811
443.44223,-5.845329652424417,3.2066089966533333,6.056543051407821,0.29452440449608985,-35.402490689579196,-7.589451094993219,3.826879027973491,7.338823775759022,0.5174293601811368,-55.69764414089658
445.026917,-5.903701850266416,3.2245005757766667,6.050630043458373,0.29133682247294485,-35.721115782842766,-7.658995331513115,3.8482314625845935,7.329326035999893,0.5114758490294867,-56.1352738928607
446.611633,-5.962327588029001,3.24273565702,6.044756532364736,0.28821352161575714,-36.04081863583678,-7.7288428518011125,3.869993844607577,7.319891781100515,0.5056453523330804,-56.57429326831643
448.19635,-6.021191795693083,3.26132114484,6.038908453411872,0.28515319863533883,-36.36142603462517,-7.798974293095049,3.892174414061865,7.310503823810377,0.49993523465829715,-57.01443139147019
449.781067,-6.080273612177916,3.2802603213099997,6.033094524168832,0.2821564187142232,-36.68286543507883,-7.869365447924818,3.9147770878882575,7.301173797096886,0.49434631942699253,-57.45560480816828
451.365723,-6.139559930353501,3.299565420705,6.0273149458139965,0.27922307261053675,-37.0050613289404,-7.940000673784285,3.9378164668972904,7.2919021062510145,0.4888781197779944,-57.8977076368021
452.950439,-6.199028636483333,3.319243608875,6.021578082787301,0.2763538538466431,-37.32793497201889,-8.010854267906012,3.961301103064308,7.282699742573109,0.4835316559475377,-58.340646314669804
454.535156,-6.258656787018917,3.339296895853334,6.015870456511808,0.27354748359689407,-37.65126846247422,-8.081897471517852,3.985233395233204,7.273550515192974,0.47830438765312083,-58.78408951769546
456.119873,-6.318410297204835,3.359730316735,6.0102010394918715,0.27080514386336046,-37.97491613619665,-8.15309029528776,4.009619352461982,7.264466427686288,0.47319823148201934,-59.22785073201281
